Review_Text,Sentiment,tf_cluster
nice,2,0
ac work make complaint time talk make trip execut chang room afterward extra bed given child complementari breakfast hopeless day idli nd wada utpam type breakfast rd day flight substitut parcel breakfast facil total hopeless servic valu money,1,2
nice stay give pleasant calm feel wifi network awesom one give best hotel among avail price also give happi environ breakfast,2,0
one day stay hotel locat good easili access best part veg restaur saravana bhavan opp hotel recommend hotel busi travel,2,0
good locat clean room poor hospit think better option compar price hotel locat good near egmor railway station chennai make trip reduc rent half make trip,2,2
hotel locat good railway station nearbi hotel appear hotel good servic good take food hotel,1,1
stay busi purpos ok sinc near egmor station also food option outsid realli good staff cordial food hotel bit expens better tri outsid breakfast option overal nice stay,2,0
good locat valu money paid limit buffet break fast hot water avail morn time,2,2
front offic good room neat ac control good staff polit good hospit room size good overal good stay chennai central locat easi shop local train also easi reach part chennai,2,1
good hotel staff also good room servic food excel near egmor station centralis air condit good facil daili room clean cabl televis free wi fi connect,2,1
food option bathroom small room maintain option breakfast tv work internet automat stop work morn except locat found anyth good door lock broken toilet sheet also broken,0,2
locat conveni travel anywher citi front offic staff support staff cooper good valu money choic check check flexibl close egmor railway station,2,2
hotel good howev kitchen get close p request food dinner p refus,2,2
mix reaction place like hotel felt price conveni locat crowd area clean hotel clean surround price point could get better option vicin station good eat joint special sarvana bhavan southern fare annapurna authent bengali cuisin get feel chennai underbelli make sens stay,1,2
delight stay staff friendli lobbi great room clean comfort breakfast buffet featur indian dish omlett cook order,2,0
check experi disappoint one staff recept custom kept wait check payment check,1,2
pleas suggest anybodi,0,2
bad annoy wifi daili pa hot water avail till morn,1,2
properti nice ol facil food awesom cleanli good staff hotel local excel travel facil conveni problem due languag issu overal good,2,1
ok ok place stay stay mere work place bang opposit poor servic poor front offic staff breakfast buffet ok noth great hotel old hotel neat good toilet super slow elev,1,2
nice stay enjoy one day visit good breakfast nice le north indian option servic ok need improv good hotel busi purpos room ok need slight renov good trip,2,1
busi club room stay amen except non function fridg room smaller amen kept park space smaller thank wallet park hassl definit owner friendli park,2,2
awesom hotel nice interior exterior along artefact ancient time nice decor lift clean good servic room facil like bath tub oven fridg visit plan,2,2
hotel locat good food serv cold pathet staff respons bad food serv buffet bad could eat even soup cold felt wast r kind food ambica hotel use would recommend think twice book room hotel,1,2
compar hotel littl bit develop look low price major facil hotel food concept worst compar resid accord etc give offer everi month attract custom thank,1,2
good would like stay next time also suggest compani peopl stay hotel good room nice breakfast good servic housekeep other front offic overal good,2,1
hotel like ghost hous ventil ac work old hotel renov except past lamin sheet food bad check hotel hour move park hotel place,0,2
good hotel nice ambianc good servic food good room serivc mark locat also good major nearbi proxim recommend travel good hotel coupl well singl busi travel,2,1
good locat averag food hotel improv qualiti food amount charg food perspect valu money hotel apart food good hotel stay,2,1
book hotel travel chennai hotel look quit serious need revamp room servic bad pathet food make experi worst never opt hotel,1,2
good locat near metro station forum mall sarwana bhawan murgan idli shop room size good food qualiti ok wow thing,2,2
even though advantag locat ambienc infrastructur lack servic requir wait fifteen minut check ac tv room work request three four time shift anoth room almost hour need improv servic rest everyth good,2,2
custom specif servic key staff breakfast spread wide good staff respons smallest need consid issu fix satisfact,2,2
wifi work food qlti good becom sick eat,0,2
air condition work inspit complain staff noth ensur comfort sleep night pathet servic,0,2
overal good recept staff could accomod,1,2
fresh paint stink floor room poorli made bed exhaust toilet toilet door close well big gap let stink come room,0,2
stay night hotel transit would stay longer breakfast staff could littl friendlier accommod,1,0
commun barrieravail tv channel tamil channel avail incorrect bill presentationqu food way basic standard,0,2
total love stay good clean room friendli staff speak hindi reason price locat main road easi access place recommend stay next visit cheer,2,0
though locat hotel posh area main road well connect budget hotel howev good food excel servic alway readi help staff need mention particularli catch morn flight serv breakfast post arrang effort well appreci,2,2
noth boutiqu pl believ pictur,2,2
stay good hotel good locat easi reach pleasent appear behaviour peopl polit servic time food good room well maintain spaciou clean,2,1
stay good hotel servic pretti satisfi food tast good though could better regard food rest realli fine would stay place chennai ever would conclud say hotel good,1,1
great experi especi help staff person recept peter realli help flexibl time view exam tomorrow would recommend anyon view valu money locat good room prompt servic case test taker pro metric place stay across street took min reach center,2,0
stay hotel brownstar two occas prefer third time well good hospit good food good complimentari breakfast room neet clean linen also good facil surround hotel place calm pleasant stay,2,1
brownstar hotel good stay chennai place middl chennai citi atmospher brown star hotel best food also hygien room servic good brownstar hotel room fulli air condit room overal good stay,2,1
excel servic staff room bathroom exactli want one thing definit mention care taken prepar food servic qualiti top notch lot varieti avail visit chennai stay hotel disappoint,2,0
stay hotel compani colleg day visit chennai hotel central locat pleasant experi stay love hotel servic quick request attend promptli staff friendli,2,0
